Date,Open,High,Low,Close,Adj Close,Volume
2017-01-03,206.67999267578125,207.3300018310547,205.55999755859375,206.74000549316406,182.77467346191406,4750200
2017-01-04,207.1999969482422,208.17999267578125,207.1199951171875,207.9600067138672,183.85325622558594,4622400
2017-01-05,207.75,208.0399932861328,207.00999450683594,207.8000030517578,183.71177673339844,2772100
2017-01-06,207.99000549316406,209.08999633789062,207.39999389648438,208.61000061035156,184.42782592773438,2194600
2017-01-09,208.33999633789062,208.47999572753906,207.88999938964844,207.9499969482422,183.84434509277344,1705200
2017-01-10,207.89999389648438,208.82000732421875,207.50999450683594,207.9199981689453,183.81785583496094,2189400
2017-01-11,207.83999633789062,208.50999450683594,207.1199951171875,208.50999450683594,184.3394317626953,5677600
2017-01-12,207.97000122070312,208.19000244140625,206.5399932861328,208.0500030517578,183.93276977539062,3244600
2017-01-13,208.17999267578125,208.77999877929688,208.1300048828125,208.4600067138672,184.29525756835938,2822700
2017-01-17,207.7899932861328,208.2100067138672,207.3300018310547,207.72000122070312,183.64100646972656,1690000
2017-01-18,208.00999450683594,208.22000122070312,207.4199981689453,208.16000366210938,184.02999877929688,1980500
2017-01-19,208.27000427246094,208.42999267578125,206.97000122070312,207.4600067138672,183.4111785888672,1666900
2017-01-20,208.13999938964844,208.6999969482422,207.55999755859375,208.1300048828125,184.00352478027344,2082500
2017-01-23,207.83999633789062,208.2100067138672,206.8300018310547,207.64999389648438,183.57913208007812,4586600
2017-01-24,207.86000061035156,209.39999389648438,207.75,208.97000122070312,184.7461395263672,1940100
2017-01-25,209.97999572753906,210.77000427246094,209.7899932861328,210.7100067138672,186.28445434570312,2873000
2017-01-26,210.64999389648438,210.89999389648438,210.25,210.5500030517578,186.14297485351562,2485100
2017-01-27,210.64999389648438,210.75999450683594,210.02999877929688,210.25,185.87777709960938,1428200
2017-01-30,209.47999572753906,209.52000427246094,207.8800048828125,208.97999572753906,184.7550048828125,2782300
2017-01-31,208.33999633789062,208.97000122070312,207.7899932861328,208.97000122070312,184.7461395263672,3787100
2017-02-01,209.6199951171875,209.86000061035156,208.3699951171875,209.0,184.7726593017578,2698800
2017-02-02,208.58999633789062,209.39999389648438,208.22999572753906,209.08999633789062,184.85220336914062,1661300
2017-02-03,210.0800018310547,210.72999572753906,209.77000427246094,210.63999938964844,186.2226104736328,4264400
2017-02-06,210.1199951171875,210.5399932861328,209.83999633789062,210.1999969482422,185.8335418701172,1345500
2017-02-07,210.64999389648438,210.83999633789062,209.99000549316406,210.25,185.87777709960938,1194600
2017-02-08,210.25,210.61000061035156,209.6300048828125,210.52000427246094,186.11647033691406,1096100
2017-02-09,210.52000427246094,212.0399932861328,210.52000427246094,211.72000122070312,187.1773681640625,1237100
2017-02-10,212.1300048828125,212.8000030517578,212.00999450683594,212.57000732421875,187.92881774902344,1412400
2017-02-13,213.11000061035156,214.0,213.07000732421875,213.6999969482422,188.92779541015625,1756300
2017-02-14,213.5500030517578,214.58999633789062,213.16000366210938,214.58999633789062,189.71463012695312,2528100
2017-02-15,214.33999633789062,215.88999938964844,214.30999755859375,215.67999267578125,190.6782989501953,2050200
2017-02-16,215.74000549316406,215.89999389648438,214.72999572753906,215.50999450683594,190.5280303955078,1920100
2017-02-17,214.83999633789062,215.83999633789062,214.7899932861328,215.83999633789062,190.81973266601562,1452600
2017-02-21,216.32000732421875,217.32000732421875,216.25,217.11000061035156,191.9425811767578,1893000
2017-02-22,216.72000122070312,217.19000244140625,216.5500030517578,217.00999450683594,191.85414123535156,1471400
2017-02-23,217.5399932861328,217.5399932861328,216.3000030517578,217.1300048828125,191.96023559570312,1717200
2017-02-24,216.22000122070312,217.4199981689453,216.16000366210938,217.38999938964844,192.19007873535156,1637700
2017-02-27,217.32000732421875,217.89999389648438,217.02000427246094,217.7100067138672,192.47300720214844,1942200
2017-02-28,217.33999633789062,217.5800018310547,216.72000122070312,217.07000732421875,191.90721130371094,2181000
2017-03-01,218.89999389648438,220.66000366210938,218.8699951171875,220.14999389648438,194.63011169433594,3325500
2017-03-02,219.99000549316406,220.02000427246094,218.75,218.86000061035156,193.48968505859375,1657100
2017-03-03,218.6999969482422,219.08999633789062,218.30999755859375,218.97999572753906,193.59579467773438,1765900
2017-03-06,218.07000732421875,218.64999389648438,217.6300048828125,218.3000030517578,192.99459838867188,1530600
2017-03-07,217.97999572753906,218.3300018310547,217.4199981689453,217.63999938964844,192.41114807128906,1743200
2017-03-08,217.9499969482422,218.1999969482422,217.07000732421875,217.17999267578125,192.00442504882812,1784400
2017-03-09,217.3300018310547,217.83999633789062,216.4600067138672,217.41000366210938,192.207763671875,1636200
2017-03-10,218.5500030517578,218.55999755859375,217.25999450683594,218.1699981689453,192.87966918945312,1819900
2017-03-13,218.17999267578125,218.41000366210938,217.86000061035156,218.3000030517578,192.99459838867188,1388100
2017-03-14,217.77000427246094,217.80999755859375,216.88999938964844,217.55999755859375,192.34042358398438,1428400
2017-03-15,218.1300048828125,219.85000610351562,217.8699951171875,219.3699951171875,193.94058227539062,3358800
2017-03-16,219.61000061035156,219.64999389648438,218.64999389648438,219.0,193.61343383789062,1710900
2017-03-17,219.3000030517578,219.44000244140625,218.55999755859375,218.55999755859375,193.22447204589844,1588500
2017-03-20,218.58999633789062,218.88999938964844,217.97999572753906,218.3699951171875,193.0564727783203,1035900
2017-03-21,219.0,219.1300048828125,215.41000366210938,215.5800018310547,190.58990478515625,3468700
2017-03-22,214.5800018310547,215.33999633789062,213.9499969482422,215.02000427246094,190.9789276123047,2600300
2017-03-23,214.8000030517578,216.02000427246094,214.44000244140625,214.8000030517578,190.7834930419922,2436700
2017-03-24,215.13999938964844,215.77000427246094,213.8800048828125,214.72999572753906,190.72134399414062,2647600
